Вкус,Название_вкуса,Бренд,Рейтинг,Количество_оценок,Отзывы
Крыжовник,FollarФолар,Jent,4.4,52,49
Крыжовник,Red ZeppelinРед Зеппелин,DARKSIDE,3.3,49,47
Крыжовник,JorikЖорик,Хулиган,3.4,40,37
Крыжовник,GooseberryКрыжовник,MUSTHAVE,3.5,33,32
Крыжовник,Hard JorikЖорик,Хулиган,4,30,30
Крыжовник,Крыжовник,Jam,3.8,26,24
Крыжовник,GoosebumpsКрыжовник,Smoke Angels,3.1,26,23
Крыжовник,Йоштах Дава Дым,Nаш,3.4,24,22
Крыжовник,GooseberryКрыжовник,Kraken,4,19,19
Крыжовник,AvaritiaАлчность,Душа,3.9,17,15
Крыжовник,GoozeberryКрыжовник,Duft,3.5,15,14
Крыжовник,Very BerryСочные ягоды,Palitra,4.6,13,13
Крыжовник,Киви-яблоко-крыжовник,Chabacco,3.6,16,12
Крыжовник,Thai PowerТайская сила,Duft,3.5,12,11
Крыжовник,Земляника Крыжовник,Original Virginia,4.4,8,8
Крыжовник,Земляника крыжовник,Original Virginia,3.7,8,7
Крыжовник,FundraiserФандрайзер,Split,4.1,8,7
Крыжовник,Alexander IIКрыжовник ревень,Contrabanda,3.7,7,7
Крыжовник,GooseberryКрыжовник,World Tobacco Original,4.3,6,6
Крыжовник,GoozeberryКрыжовник,Duft,4.3,5,5
Крыжовник,GooseberryКрыжовник,Kraken,4,4,
Крыжовник,Sixth Sense,Duft,3.8,4,
Крыжовник,GooseberryКрыжовник,World Tobacco Original,4.3,4,
Крыжовник,GooseberryКрыжовник,Just Smoke,4.5,1,
Крыжовник,Крыжовник,Kvist,3,1,
Крыжовник,Green Energy DrinkЗелёный энергетик,Ril,0,0,
Крыжовник,GoozeberryКрыжовник,Duft,0,0,
Крыжовник,Мексиканские ягоды,Joys,0,0,
Крыжовник,Kiwi gooseberry,Daly,0,0,
Крыжовник,Kashmir JamberryКрыжовник,Kvist,0,0,
Крыжовник,Gooseberry,Matreshka,0,0,
Малина,PinkmanПинкман,MUSTHAVE,4,452,411
Малина,Acid BerryКислотные ягоды,Smoke Angels,4.1,113,106
Малина,RaspberryМалина,MUSTHAVE,3.8,104,89
Малина,Малина,Brusko,4.1,91,86
Малина,RaspberriesМалина,Black Burn,4.2,76,71
Малина,Малиновый компот,Догма,4.6,75,71
Малина,SexyСекси,Banger,4.1,70,67
Малина,Грейпфрут с малиной,Brusko,4,69,65
Малина,DarksideТемная сторона,Deus,4.2,69,62
Малина,Rap RoseРэп-роза,Хулиган,3.9,64,62
Малина,"Северный трипБазилик, клюква, малина",DARKSIDE,3.8,57,53
Малина,Малина в законе,Северный,3.7,48,46
Малина,"Амурский панчАрбуз, малина, смородина",DARKSIDE,4,48,43
Малина,RaspberryМалина,Element,4.2,47,43
Малина,Russian RaspberryРусская малина,Spectrum,4,45,43
Малина,Индиго,Nаш,4.1,44,42
Малина,Generis RaspberryДженерис Рэспберри,DARKSIDE,3.8,44,42
Малина,Pistachio CakeФисташковый пирог,MUSTHAVE,3.8,46,40
Малина,Кислая малина,Nаш,4.4,42,39
Малина,Hard Rap RoseРэп-роза,Хулиган,3.7,39,38
Малина,"Каспийский вайбЛичи, малина, кола",DARKSIDE,3.3,39,
Малина,"Онежский панчГранат, вишня, малина",DARKSIDE,3.6,41,
Малина,Raspberry ShockКислая малина,Black Burn,3.3,39,
Малина,Manila MalinaФилиппинская малина,Overdose,4.2,38,
Малина,Лесная малина,Сарма,4.2,38,
Малина,JumangoДжуманго,MUSTHAVE,3.8,37,
Малина,Розовый фламинго,Северный,4.3,40,
Малина,Pink GinМалиновый джин,JOY.,4.1,34,
Малина,МалинаRaspberry,Chabacco,4.2,34,
Малина,"Карельский панчЧерника, земляника, малина",DARKSIDE,3.5,34,
Малина,RaspberryМалина,Nakhla,3.8,34,
Малина,MamukkaМалина и ананас,Jent,3.8,33,
Малина,BatumiБатуми,Banger,3.4,32,
Малина,"Berry VsВиноград, малина и смородина",DARKSIDE,3.9,31,
Малина,МММ,Jent,3.9,32,
Малина,Малиновый компот,Догма,4.5,31,
Малина,"VoltageМалина, цитрус, газировка",DARKSIDE,3.5,30,
Малина,Acid ShakeКислый напиток,Spectrum,3.9,29,
Малина,Малина-Вишня,Сарма,4.1,29,
Малина,Грейпфрут с малиновым сокомГрейпфрут с малиновым соком,Jam,4,29,
Морошка,Northern BerriesСеверные Ягоды,Chabacco,3.6,37,35
Морошка,Компот из морошки,Сарма,3.8,31,29
Морошка,Wildberry MorsЯгодный морс,Element,3.7,24,22
Морошка,Морошка,Кобра,3.9,13,12
Морошка,SiberryСибирские ягоды,Element,2.4,9,9
Морошка,Wildberry MorsЯгодный морс,Element,3.9,9,9
Морошка,SiberryСибирские ягоды,Element,3,6,6
Морошка,Northern BerriesСеверные Ягоды,Chabacco,3.5,4,4
Морошка,SusaninСусанин,Satyr,4.2,4,3
Морошка,Gentle Berry,Sebero,5,2,2
Морошка,Gentle BerryБузина и Морошка,Sebero,0,0,0
Морошка,Northern BerriesСеверные ягоды,Chaba,0,0,0
Облепиха,Sea Buckthorn TeaОблепиховый чай,MUSTHAVE,3.7,98,96
Облепиха,OblepihaОблепиха,Spectrum,3.9,49,46
Облепиха,Облепиха апельсин,Сарма,4.2,40,37
Облепиха,Spicy TeaПряный чай,Spectrum,4.5,23,23
Облепиха,Крутая облепиха,Северный,3.4,22,19
Облепиха,Morning OblepihaЗавтрак с облепихой,Spectrum,3.6,20,19
Облепиха,Облепиха-Роза,Сарма,3.5,18,16
Облепиха,OblepihaОблепиха,Duft,4.3,14,14
Облепиха,Облепиха и брусника,Snobless,4.6,8,8
Облепиха,Tropic SmoothieТропический смузи,Spectrum,3.3,9,7
Облепиха,Blueberry-Melon-Sea BuckthornЧерника-дыня-облепиха,Twice,4.5,5,5
Облепиха,Vitamin MixВитаминный микс,Табак Шпаковского,3.7,5,5
Облепиха,Passion fruit - Sea BuckthornМаракуйя-облепиха,Twice,3.8,4,4
Облепиха,Mango-pineappleМанго-ананас,Twice,4.1,4,4
Облепиха,Облепиховый пломбир,Nuggle,4.8,3,3
Облепиха,ОблепихаОблепиха,LUNA,2.5,1,1
Облепиха,Granny's Secret,Druid,2,1,1
Облепиха,Sea buckthornОблепиха,ZR,4.8,1,1
Облепиха,Sea buckthornОблепиха,ZR,5,1,0
Облепиха,OblepihaОблепиха,4:20,0,0,0
Облепиха,OreddyОблепиха,Atmosphere,0,0,
Облепиха,Seaberry StormОблепиховый шторм,Kaif,0,0,
Облепиха,Yellow JamЖелтый джем,Rave,0,0,
Облепиха,Club Sea Buckthorn,Chillout,0,0,
Рябина,Рябиновая бормотуха,Северный,3.9,17,17
Рябина,Домашняя настойка,Original Virginia,3.9,1,1
Черемуха,Черемуха,Nаш,3.6,21,21
Черемуха,Черника черёмуха ромашка,Nаш,4.1,21,18
Черемуха,PixieПикси,Satyr,4,17,17
Черемуха,Черемуха,Табабка,3.8,4,4
Черемуха,Черемуха,Inferno,4.3,3,3
Черемуха,Bird CherryЧеремуха,ZR,2.5,1,1
Черемуха,Bird CherryЧеремуха,ZR,2.5,1,0
Черемуха,Черёмуха,Good Goose,0,0,0
Черная смородина,Shock Currant ShockШок Смородина Шок,Black Burn,3.5,77,74
Черная смородина,Herbal CurrantРевень-смородина,Sebero,4,70,67
Черная смородина,Black CurrantЧерная смородина,MUSTHAVE,3.8,71,59
Черная смородина,LoveЛав,Хулиган,4.3,60,56
Черная смородина,Ледяная смородина,Brusko,4.1,59,55
Черная смородина,Black CurrantЧерная смородина,Duft,4,49,47
Черная смородина,"Амурский панчАрбуз, малина, смородина",DARKSIDE,4,48,43
Черная смородина,Hard LoveЛав,Хулиган,4.3,44,41
Черная смородина,Смородина чабрецх Hardhookah,Nаш,4.1,36,36
Черная смородина,Black currantЧерная смородина,Chabacco,4,34,32
Черная смородина,"Berry VsВиноград, малина и смородина",DARKSIDE,3.9,31,30
Черная смородина,Ягодные Леденцы,Brusko,3.9,32,28
Черная смородина,Black CurrantБлэк Куррант,DARKSIDE,3.1,29,28
Черная смородина,Current CrushЧерная смородина,Spectrum,4.4,27,26
Черная смородина,Смородиновый морс,Сарма,3.8,26,26
Черная смородина,Черная смородина,Jam,4.6,26,25
Черная смородина,CurrantСмородина,Element,3.9,25,24
Черная смородина,Current CrushЧерная смородина,Spectrum,3.7,25,23
Черная смородина,"JoyberryМалина, клубника, смородина",JOY.,4.3,24,22
Черная смородина,Йоштах Дава Дым,Nаш,3.4,24,22
Черная смородина,Банановый санрайз,Северный,4.4,23,
Черная смородина,Sodie PopСоди-поп,Duft,3.7,25,
Черная смородина,HurtleberryЧерная смородина,Trofimoff’s,4.4,21,
Черная смородина,Чизкейк из смородины,Leteam,3.3,22,
Черная смородина,Herbal CurrantРевень-смородина,Sebero,3.6,21,
Черная смородина,Смородина-Базилик,Сарма,4.4,20,
Черная смородина,Черная смородина,Северный,3.7,20,
Черная смородина,Berry BombЯгодный взрыв,Spectrum,4.1,21,
Черная смородина,Herbal currantРевень и черная смородина,Sebero,4.2,20,
Черная смородина,Currant WOW,Jent,4.1,19,
Черная смородина,InvidiaЗависть,Душа,4.3,19,
Черная смородина,Ягодное вино,Leteam,3.9,17,
Черная смородина,Ягодный морс,Brusko,3.6,17,
Черная смородина,Marodina (№16)Малина и смородина,Ready,4.1,15,
Черная смородина,CurrantСмородина,Banger,3.6,16,
Черная смородина,"Саянский битВиноград, смородина, гуава",DARKSIDE,3.9,16,
Черная смородина,Black currant & wildberryЧерная смородина и ягоды,Sebero,3.9,15,
Черная смородина,Фиолетовый,Северный,4.4,14,
Черная смородина,Black FeijoaЧерный фейхоа,Khan Burley,4.5,14,
Черная смородина,Kir RoyaleКир Рояль,Duft,4.2,14,
Черная смородина,Spice FruitФрукт со специями,Sebero,4.1,14,
Черная смородина,Mix 206Микс 206,Khan Burley,4,13,
Черная смородина,Black VioletЧерный фиолетовый,Split,4,13,
Черная смородина,CurrantСмородина,Element,4.5,15,
Черная смородина,Фрутомания,Северный,3.5,14,
Черная смородина,BlackcurrantЧерная смородина,DARKSIDE,4.1,14,
Черная смородина,Смородиновый сорбет,Starline,3.8,13,
Черная смородина,Смородина,Сарма,4.2,12,
Черная смородина,Black CurrantЧерная смородина,Kraken,4.7,12,
Черная смородина,Fragrant BlackcurrantАроматная смородина,Sapphire Crown,3.6,12,
Черная смородина,"ТосканскийКосмополитен, персик, смородина",DARKSIDE,4.2,11,
Черная смородина,Чёрная смородина 2.0,Chabacco,4.1,11,
Черная смородина,Смородиновый крамбл,Chabacco,4,11,
Черная смородина,Ягодный морс,Brusko,3.9,10,
Черная смородина,Black CurrantЧерная смородина,Satyr,4.1,10,
Черная смородина,Black CurrantЧерная смородина,Bonche,4.2,9,
